"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,14,04:53:00,04:53:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,14,05:19:00,05:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,05:34:00,05:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,14,05:39:00,05:39:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,14,05:53:00,05:53:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,05:54:00,05:54:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,06:09:00,06:09:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,06:14:00,06:14:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,06:29:00,06:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,06:34:00,06:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,06:49:00,06:49:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,06:54:00,06:54:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,07:09:00,07:09:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,07:14:00,07:14:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,07:29:00,07:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,07:34:00,07:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,07:49:00,07:49:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,07:54:00,07:54:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,08:09:00,08:09:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,08:14:00,08:14:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,08:29:00,08:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,08:34:00,08:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,08:49:00,08:49:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,08:54:00,08:54:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,09:09:00,09:09:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,09:14:00,09:14:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,09:29:00,09:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,09:34:00,09:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,09:49:00,09:49:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,09:54:00,09:54:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,10:09:00,10:09:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,10:14:00,10:14:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,10:29:00,10:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SKINKER METROLINK STATION",333399,2,9,10:34:00,10:34:00,2_merged_2038873
"TO SHREWSBURY LANSDOWNE I-44","SKINKER METROLINK STATION",333399,2,16,10:49:00,10:49:00,2_merged_2038873
